"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765129755-1,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905406_uploaded_image1_1567528116.55.png"""
"1765129755-2,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures  enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905401_uploaded_image1_1567528046.76.png"""
"1765129755-3,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905399_uploaded_image1_1567528008.97.png"""
"1765129755-4,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905397_uploaded_image1_1567527975.86.png"""
"1765129755-5,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905394_uploaded_image1_1567527922.13.png"""
"1765129755-6,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905388_uploaded_image1_1567527880.73.png"""
"1765129755-7,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""chaussures  enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905385_uploaded_image1_1567527792.61.png"""
"1765129755-8,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures  enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905383_uploaded_image1_1567527755.2.png"""
"1765129755-9,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905378_uploaded_image1_1567527715.54.png"""
"1765129755-10,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures pour enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905376_uploaded_image1_1567527683.78.png"""
"1765129755-11,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905373_uploaded_image1_1567527650.34.png"""
"1765129755-12,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905369_uploaded_image1_1567527617.39.png"""
"1765129755-13,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905367_uploaded_image1_1567527588.75.png"""
"1765129755-14,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905365_uploaded_image1_1567527559.02.png"""
"1765129755-15,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905363_uploaded_image1_1567527530.77.png"""
"1765129755-16,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905360_uploaded_image1_1567527475.22.png"""
"1765129755-17,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures pour enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_905353_uploaded_image1_1567527349.0.png"""
"1765129755-18,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Baskets"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_902727_uploaded_image1_1567471565.75.png"""
"1765129755-19,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures Enfants"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_902724_uploaded_image1_1567471369.88.png"""
"1765129755-20,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfants"",""10 000CFA"",""Sénégal"",""https://images.coinafrique.com/thumb_894314_uploaded_image1_1567188587.1.png"""
"1765129755-21,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Claquettes enfant"",""8 000CFA"",""Sénégal"",""https://images.coinafrique.com/thumb_894267_uploaded_image1_1567187400.66.png"""
"1765129755-22,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures Baskets"",""15 000CFA"",""Sénégal"",""https://images.coinafrique.com/thumb_894226_uploaded_image1_1567186853.35.png"""
"1765129755-23,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfants"",""8 000CFA"",""Sénégal"",""https://images.coinafrique.com/thumb_894185_uploaded_image1_1567186147.73.png"""
"1765129755-24,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_892623_uploaded_image1_1567161532.45.png"""
"1765129755-25,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_892617_uploaded_image1_1567161496.62.png"""
"1765129755-26,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_892611_uploaded_image1_1567161455.24.png"""
"1765129755-27,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_892593_uploaded_image1_1567161453.51.png"""
"1765129755-28,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures pour enfant"",""13 000CFA"",""Sénégal"",""https://images.coinafrique.com/thumb_884530_uploaded_image1_1566983419.29.png"""
"1765129755-29,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""7 500CFA"",""Cambérène, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_878809_uploaded_image1_1566841399.24.png"""
"1765129755-58,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Biscuiterie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_799556_uploaded_image1_1564591363.49.png"""
"1765129755-59,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Petit-Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_799181_uploaded_image1_1564584908.27.png"""
"1765129755-60,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures mocassins enfant"",""Prix sur demande"",""Les Parcelles Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_797188_uploaded_image1_1564528106.05.png"""
"1765129755-61,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfants"",""Prix sur demande"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_796883_uploaded_image1_1564515565.66.png"""
"1765129755-62,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfants"",""Prix sur demande"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_796881_uploaded_image1_1564515527.51.png"""
"1765129755-63,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_796879_uploaded_image1_1564515493.31.png"""
"1765129755-64,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""4 000CFA"",""Sénégal"",""https://images.coinafrique.com/thumb_792468_uploaded_image1_1564410485.85.png"""
"1765129755-65,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_792099_uploaded_image1_1564403460.51.png"""
"1765129755-66,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_792044_uploaded_image1_1564402826.19.png"""
"1765129755-67,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_792041_uploaded_image1_1564402795.9.png"""
"1765129755-68,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_792038_uploaded_image1_1564402766.76.png"""
"1765129755-69,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Claquettes  enfants"",""Prix sur demande"",""Sénégal"",""https://images.coinafrique.com/thumb_781661_uploaded_image1_1564075024.17.png"""
"1765129755-70,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Guédiawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png"""
"1765129755-71,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=8"",""Chaussures enfant"",""Prix sur demande"",""Guédiawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_750016_uploaded_image1_1563279645.35.png"""
"1765129758-72,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfant"",""10 000CFA"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_2061930_uploaded_image1_1588694471.jpg"""
"1765129758-73,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfants"",""10 000CFA"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_2061928_uploaded_image1_1588694441.jpg"""
"1765129758-74,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfants"",""10 000CFA"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_2061925_uploaded_image1_1588694405.jpg"""
"1765129758-75,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfant"",""10 000CFA"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_2061921_uploaded_image1_1588694361.jpg"""
"1765129758-76,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfants"",""15 000CFA"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_2059409_uploaded_image1_1588669821.jpg"""
"1765129758-77,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussons bébé"",""1 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_1910111_uploaded_image1_1586296633.75.png"""
"1765129758-78,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfants"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1908886_uploaded_image1_1586280238.42.png"""
"1765129758-79,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfant"",""12 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1907189_uploaded_image1_1586261390.67.png"""
"1765129758-80,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures bébé"",""5 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_1906443_uploaded_image1_1586253297.45.png"""
"1765129758-81,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures / bébé fille"",""5 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_1906434_uploaded_image1_1586253219.55.png"""
"1765129758-82,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures bébé garçon"",""5 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_1906399_uploaded_image1_1586252881.19.png"""
"1765129758-83,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfant Cat & Jack"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1873847_uploaded_image1_1585663572.73.png"""
"1765129758-84,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures bébé"",""2 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1860238_uploaded_image1_1585403818.62.png"""
"1765129758-85,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfant"",""Prix sur demande"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1828175_uploaded_image1_1584792865.72.png"""
"1765129758-86,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfants"",""Prix sur demande"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1828156_uploaded_image1_1584792551.44.png"""
"1765129758-87,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfant"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1739397_uploaded_image1_1583259534.94.png"""
"1765129758-88,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfants"",""10 000CFA"",""Les Parcelles Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"""
"1765129758-89,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Claquettes filles"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1679922_uploaded_image1_1582210105.85.png"""
"1765129758-90,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures  enfants"",""Prix sur demande"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"""
"1765129758-91,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures enfants"",""Prix sur demande"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1612540_uploaded_image1_1581098569.88.png"""
"1765129758-92,""https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"",""Chaussures  enfants"",""Prix sur demande"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_1612534_uploaded_image1_1581098501.44.png"""
